category,card_id,illustrator,image_url,localid,name,rarity,set_id,set_name,set_symbol_url,variants,hp,types,evolvefrom,description,stage,attacks,weaknesses,retreat,regulationmark,legal,card_count_official,card_count_total,language,card_number,id
Pokémon,swsh4.5-SV080,Ryuta Fuse,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV080.webp?,SV080,Galar-Barrikadax,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",160,"[""Unlicht""]",Galarian Linoone,null,Rang 2,"[{""cost"":[""Unlicht"",""Farblos""],""name"":""Abblocker"",""damage"":90,""effect"":""Verhindere während des nächsten Zuges deines Gegners allen Schaden, der diesem Pokémon durch Attacken von Basis-Pokémon zugefügt wird.""}]","[{""type"":""Pflanze"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,SV080,null
Pokémon,swsh4.5-SV081,Saya Tsuruta,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV081.webp?,SV081,Kleptifux,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",70,"[""Unlicht""]",null,null,Basis,"[{""cost"":[""Unlicht""],""name"":""Anzetteln"",""effect"":""Dein Gegner mischt seine Handkarten und legt sie unter sein Deck. Wenn er auf diese Weise mindestens 1 Karte unter sein Deck gelegt hat, zieht er 3 Karten.""}]","[{""type"":""Pflanze"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,SV081,null
Pokémon,swsh4.5-SV083,Misa Tsutsui,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV083.webp?,SV083,Bähmon,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",70,"[""Unlicht""]",null,null,Basis,"[{""cost"":[""Unlicht""],""name"":""Verprügler"",""damage"":10},{""cost"":[""Unlicht"",""Farblos""],""name"":""Zertrampeln"",""damage"":20}]","[{""type"":""Pflanze"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,SV083,null
Pokémon,swsh4.5-SV084,SATOSHI NAKAI,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV084.webp?,SV084,Pelzebub,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",90,"[""Unlicht""]",Impidimp,null,Rang 1,"[{""cost"":[""Unlicht""],""name"":""Biss"",""damage"":30},{""cost"":[""Unlicht"",""Farblos"",""Farblos""],""name"":""Kniefalltrick"",""damage"":60,""effect"":""Der Schaden dieser Attacke wird durch Effekte auf dem Aktiven Pokémon deines Gegners nicht verändert.""}]","[{""type"":""Pflanze"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,SV084,null
Pokémon,swsh4.5-SV085,Kouki Saitou,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV085.webp?,SV085,Olangaar,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",170,"[""Unlicht""]",Morgrem,null,Rang 2,"[{""cost"":[""Unlicht"",""Farblos"",""Farblos""],""name"":""Energiedruck"",""damage"":""100+"",""effect"":""Diese Attacke fügt für jede an das Aktive Pokémon deines Gegners angelegte Energie 30 Schadenspunkte mehr zu.""}]","[{""type"":""Pflanze"",""value"":""×2""}]",3,D,"{""expanded"":true,""standard"":false}",72,195,de,SV085,null
Pokémon,swsh4.5-SV086,Shigenori Negishi,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV086.webp?,SV086,Galar-Mauzi,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",60,"[""Metall""]",null,null,Basis,"[{""cost"":[""Metall"",""Farblos""],""name"":""Kratzer"",""damage"":20}]","[{""type"":""Feuer"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,SV086,null
Pokémon,swsh4.5-SV087,Ryuta Fuse,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV087.webp?,SV087,Galar-Mauzinger,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",120,"[""Metall""]",Galarian Meowth,null,Rang 1,"[{""cost"":[""Metall"",""Metall"",""Farblos""],""name"":""Metallklaue"",""damage"":70}]","[{""type"":""Feuer"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,SV087,null
Pokémon,swsh4.5-SV088,tetsuya koizumi,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV088.webp?,SV088,Galar-Flunschlik,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",120,"[""Metall""]",null,null,Basis,"[{""cost"":[""Metall"",""Farblos""],""name"":""Schadensrausch"",""damage"":""30+"",""effect"":""Wirf so lange 1 Münze, bis zum ersten Mal das Ergebnis Zahl kommt. Diese Attacke fügt 30 Schadenspunkte mehr pro Kopf zu.""}]","[{""type"":""Feuer"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,SV088,null
Pokémon,swsh4.5-SV089,kirisAki,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV089.webp?,SV089,Krarmor,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",170,"[""Metall""]",Corvisquire,null,Rang 2,"[{""cost"":[""Farblos""],""name"":""Pikser"",""damage"":50},{""cost"":[""Metall"",""Farblos"",""Farblos""],""name"":""Eiserne Flügel"",""damage"":130,""effect"":""Du kannst 2 Energien von diesem Pokémon auf deinen Ablagestapel legen. Wenn du das machst, werden diesem Pokémon während des nächsten Zuges deines Gegners durch Attacken 100 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).""}]","[{""type"":""Elektro"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,SV089,null
Pokémon,sm5-66,Kyoko Umemoto,https://assets.tcgdex.net/it/sm/sm5/66/high.webp,66,Riolu,Comune,sm5,Ultraprisma,https://assets.tcgdex.net/univ/sm/sm5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",70,"[""Lotta""]",null,null,Base,"[{""cost"":[""Incolore""],""name"":""Individua"",""effect"":""Lancia una moneta. Se esce testa, previeni tutti gli effetti degli attacchi, inclusi i danni, inflitti a questo Pokémon durante il prossimo turno del tuo avversario.""},{""cost"":[""Lotta""],""name"":""Stoccata"",""damage"":10}]","[{""type"":""Psico"",""value"":""×2""}]",1,null,"{""expanded"":true,""standard"":false}",156,173,it,66/156,null
Pokémon,swsh4.5-SV069,nagimiso,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV069.webp?,SV069,Montecarbo,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",160,"[""Kampf""]",Carkol,null,Rang 2,"[{""cost"":[""Kampf"",""Farblos"",""Farblos"",""Farblos""],""name"":""Lodernde Lawine"",""damage"":130}]","[{""type"":""Pflanze"",""value"":""×2""}]",4,D,"{""expanded"":true,""standard"":false}",72,195,de,SV069,null
Pokémon,swsh4.5-SV093,MAHOU,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV093.webp?,SV093,Picochilla,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",70,"[""Farblos""]",null,null,Basis,"[{""cost"":[""Farblos""],""name"":""Kurzer Blick"",""effect"":""Schau dir die oberste Karte des Decks deines Gegners an.""},{""cost"":[""Farblos"",""Farblos""],""name"":""Kehrschelle"",""damage"":""20×"",""effect"":""Wirf 2 Münzen. Diese Attacke fügt 20 Schadenspunkte pro Kopf zu.""}]","[{""type"":""Kampf"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,SV093,null
Pokémon,swsh4.5-SV094,kirisAki,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV094.webp?,SV094,Chillabell,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",90,"[""Farblos""]",Minccino,null,Rang 1,"[{""cost"":[""Farblos""],""name"":""Energieförderung"",""damage"":40,""effect"":""Lege 1 Basis-Energiekarte aus deinem Ablagestapel an 1 Pokémon auf deiner Bank an.""}]","[{""type"":""Kampf"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,SV094,null
Pokémon,swsh4.5-SV095,Kyoko Umemoto,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV095.webp?,SV095,Piccolente,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",50,"[""Farblos""]",null,null,Basis,"[{""cost"":[""Farblos""],""name"":""Flattern"",""damage"":20}]","[{""type"":""Elektro"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,SV095,null
Pokémon,swsh4.5-SV096,Kagemaru Himeno,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV096.webp?,SV096,Swaroness,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",110,"[""Farblos""]",Ducklett,null,Rang 1,"[{""cost"":[""Farblos"",""Farblos"",""Farblos""],""name"":""Federschnitt"",""damage"":""70+"",""effect"":""Du kannst 1 Karte aus deiner Hand auf deinen Ablagestapel legen. Wenn du das machst, fügt diese Attacke 70 Schadenspunkte mehr zu.""}]","[{""type"":""Elektro"",""value"":""×2""}]",0,D,"{""expanded"":true,""standard"":false}",72,195,de,SV096,null
Pokémon,swsh4.5-SV097,Misa Tsutsui,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV097.webp?,SV097,Scoppel,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",40,"[""Farblos""]",null,null,Basis,"[{""cost"":[""Farblos"",""Farblos""],""name"":""Verrückte Party"",""damage"":""20×"",""effect"":""Diese Attacke fügt für jedes Pokémon in deinem Ablagestapel, das die Attacke Verrückte Party hat, 20 Schadenspunkte zu.""}]","[{""type"":""Kampf"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,SV097,null
Pokémon,swsh4.5-SV098,nagimiso,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV098.webp?,SV098,Kommandutan,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",120,"[""Farblos""]",null,null,Basis,"[{""cost"":[""Farblos"",""Farblos"",""Farblos""],""name"":""Verdreschen"",""damage"":70}]","[{""type"":""Kampf"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,SV098,null
Pokémon,swsh4.5-SV099,Naoki Saito,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV099.webp?,SV099,Raffel,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",70,"[""Farblos""]",null,null,Basis,"[{""cost"":[""Farblos""],""name"":""Tackle"",""damage"":10},{""cost"":[""Farblos"",""Farblos""],""name"":""Biss"",""damage"":20}]","[{""type"":""Kampf"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,SV099,null
Pokémon,swsh4.5-SV100,Hideki Ishikawa,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV100.webp?,SV100,Schlaraffel,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",120,"[""Farblos""]",Skwovet,null,Rang 1,"[{""cost"":[""Farblos"",""Farblos"",""Farblos""],""name"":""Schweifschlag"",""damage"":80}]","[{""type"":""Kampf"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,SV100,null
Pokémon,swsh4.5-SV101,Lee HyunJung,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV101.webp?,SV101,Meikro,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",60,"[""Farblos""]",null,null,Basis,"[{""cost"":[""Farblos""],""name"":""Flattern"",""damage"":10},{""cost"":[""Farblos"",""Farblos""],""name"":""Gleiten"",""damage"":30}]","[{""type"":""Elektro"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,SV101,null
Pokémon,sm5-67,Mitsuhiro Arita,https://assets.tcgdex.net/it/sm/sm5/67/high.webp,67,Lucario,Rara,sm5,Ultraprisma,https://assets.tcgdex.net/univ/sm/sm5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",110,"[""Lotta""]",Riolu,null,Livello 1,"[{""cost"":[""Lotta"",""Incolore""],""name"":""Missilpugno"",""damage"":70,""effect"":""I danni di questo attacco non sono influenzati dalla resistenza.""}]","[{""type"":""Psico"",""value"":""×2""}]",1,null,"{""expanded"":true,""standard"":false}",156,173,it,67/156,null
Pokémon,swsh4.5-SV103,Kyoko Umemoto,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV103.webp?,SV103,Wolly,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",70,"[""Farblos""]",null,null,Basis,"[{""cost"":[""Farblos"",""Farblos""],""name"":""Ausdehnen"",""damage"":30,""effect"":""Während des nächsten Zuges deines Gegners werden diesem Pokémon durch Attacken 10 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).""}]","[{""type"":""Kampf"",""value"":""×2""}]",1,D,"{""expanded"":true,""standard"":false}",72,195,de,SV103,null
Pokémon,swsh4.5-SV104,Kouki Saitou,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV104.webp?,SV104,Zwollock,Shiny rare,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",130,"[""Farblos""]",Wooloo,null,Rang 1,"[{""cost"":[""Farblos""],""name"":""Watteschild"",""damage"":30,""effect"":""Während des nächsten Zuges deines Gegners werden diesem Pokémon durch Attacken 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).""},{""cost"":[""Farblos"",""Farblos"",""Farblos""],""name"":""Risikotackle"",""damage"":120,""effect"":""Dieses Pokémon fügt auch sich selbst 30 Schadenspunkte zu.""}]","[{""type"":""Kampf"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,SV104,null
Pokémon,swsh4.5-SV105,5ban Graphics,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV105.webp?,SV105,Gortrom V,Shiny rare V,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",220,"[""Pflanze""]",null,null,Basis,"[{""cost"":[""Pflanze""],""name"":""Waldschmaus"",""effect"":""Durchsuche dein Deck nach bis zu 2 Basis-Grass-Pokémon und lege sie auf deine Bank. Mische anschließend dein Deck.""},{""cost"":[""Pflanze"",""Pflanze"",""Pflanze"",""Farblos""],""name"":""Holzhammer"",""damage"":220,""effect"":""Dieses Pokémon fügt auch sich selbst 30 Schadenspunkte zu.""}]","[{""type"":""Feuer"",""value"":""×2""}]",3,D,"{""expanded"":true,""standard"":false}",72,195,de,SV105,null
Pokémon,swsh4.5-SV106,5ban Graphics,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV106.webp?,SV106,Gortrom VMAX,Shiny rare VMAX,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",330,"[""Pflanze""]",Rillaboom V,null,VMAX,"[{""cost"":[""Farblos""],""name"":""Kratzer"",""damage"":50},{""cost"":[""Pflanze"",""Pflanze"",""Pflanze"",""Farblos""],""name"":""Dyna-Schläge"",""damage"":""130+"",""effect"":""Du kannst bis zu 3 Grass-Energien von diesem Pokémon auf deinen Ablagestapel legen. Wenn du das machst, fügt diese Attacke für jede auf diese Weise abgelegte Karte 50 Schadenspunkte mehr zu.""}]","[{""type"":""Feuer"",""value"":""×2""}]",3,D,"{""expanded"":true,""standard"":false}",72,195,de,SV106,null
Pokémon,swsh4.5-SV107,aky CG Works,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV107.webp?,SV107,Glurak VMAX,Shiny rare VMAX,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",330,"[""Feuer""]",Charizard V,null,VMAX,"[{""cost"":[""Farblos"",""Farblos"",""Farblos""],""name"":""Klauenschlitzer"",""damage"":100},{""cost"":[""Feuer"",""Feuer"",""Feuer"",""Farblos"",""Farblos""],""name"":""Giga-Feuerflug"",""damage"":300,""effect"":""Lege 2 Energien von diesem Pokémon auf deinen Ablagestapel.""}]","[{""type"":""Wasser"",""value"":""×2""}]",3,D,"{""expanded"":true,""standard"":false}",72,195,de,SV107,null
Pokémon,swsh4.5-SV108,5ban Graphics,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV108.webp?,SV108,Infernopod V,Shiny rare V,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",210,"[""Feuer""]",null,null,Basis,"[{""cost"":[""Feuer""],""name"":""Strahlende Hitze"",""damage"":20,""effect"":""Du kannst 1 Energie von diesem Pokémon auf deinen Ablagestapel legen. Wenn du das machst, lege 1 Energie vom Aktiven Pokémon deines Gegners auf seinen Ablagestapel.""},{""cost"":[""Feuer"",""Feuer"",""Feuer"",""Feuer""],""name"":""Brennender Zug"",""damage"":180}]","[{""type"":""Wasser"",""value"":""×2""}]",3,D,"{""expanded"":true,""standard"":false}",72,195,de,SV108,null
Pokémon,swsh4.5-SV109,5ban Graphics,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV109.webp?,SV109,Infernopod VMAX,Shiny rare VMAX,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",320,"[""Feuer""]",Centiskorch V,null,VMAX,"[{""cost"":[""Farblos"",""Farblos""],""name"":""Giga-Feuerkessel"",""damage"":""40+"",""effect"":""Diese Attacke fügt für jede an dieses Pokémon angelegte Fire-Energie 40 Schadenspunkte mehr zu. Wenn du mit dieser Attacke Schaden zugefügt hast, kannst du 1 Fire-Energiekarte aus deinem Ablagestapel an dieses Pokémon anlegen.""}]","[{""type"":""Wasser"",""value"":""×2""}]",3,D,"{""expanded"":true,""standard"":false}",72,195,de,SV109,null
Dresseur,swsh1-166,Ryo Ueda,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh1/fr/swsh1-166.webp?,166,Hyper Potion,Peu Commune,swsh1,Épée et Bouclier,https://assets.tcgdex.net/univ/swsh/swsh1/symbol,"{""holo"":false,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",null,[],null,null,null,null,null,null,D,"{""expanded"":true,""standard"":false}",202,216,fr,166/202,null
Trainer,sv06.5-062,null,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/sv06.5/de/sv06.5-062.webp?,062,Poké Vital A,ASS-KLASSE,sv06.5,Nebel der Sagen,https://assets.tcgdex.net/univ/sv/sv06.5/symbol,"{""holo"":true,""normal"":false,""wPromo"":false,""reverse"":false,""firstEdition"":false}",null,[],null,null,null,null,null,null,H,"{""expanded"":true,""standard"":true}",64,99,de,62/64,null
Pokemon,dp3-77,Kouki Saitou,https://assets.tcgdex.net/en/dp/dp3/77/high.webp,77,Bulbasaur,Common,dp3,Secret Wonders,https://assets.tcgdex.net/univ/dp/dp3/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",60,"[""Grass""]",null,null,Basic,"[{""name"":""Shake Vine"",""effect"":""The Defending Pokémon is now Asleep.""},{""cost"":[""Grass"",""Colorless""],""name"":""Bullet Seed"",""damage"":""10x"",""effect"":""Flip 4 coins. This attack does 10 damage times the number of heads.""}]","[{""type"":""Fire"",""value"":""+10""}]",1,null,"{""expanded"":false,""standard"":false}",132,132,en,77/132,null
Pokémon,swsh4.5-SV111,5ban Graphics,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV111.webp?,SV111,Lapras VMAX,Shiny rare VMAX,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",320,"[""Wasser""]",Lapras V,null,VMAX,"[{""cost"":[""Farblos"",""Farblos"",""Farblos""],""name"":""Giga-Pumpe"",""damage"":""90+"",""effect"":""Diese Attacke fügt für jede an dieses Pokémon angelegte Water-Energie 30 Schadenspunkte mehr zu.""}]","[{""type"":""Elektro"",""value"":""×2""}]",3,D,"{""expanded"":true,""standard"":false}",72,195,de,SV111,null
Pokémon,swsh4.5-SV113,5ban Graphics,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV113.webp?,SV113,Riffex VMAX,Shiny rare VMAX,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",320,"[""Elektro""]",Toxtricity V,null,VMAX,"[{""cost"":[""Elektro"",""Elektro"",""Farblos""],""name"":""Giga-Aufstand"",""damage"":""160+"",""effect"":""Wenn das Aktive Pokémon deines Gegners vergiftet ist, fügt diese Attacke 80 Schadenspunkte mehr zu.""}]","[{""type"":""Kampf"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,SV113,null
Pokémon,swsh4.5-SV114,5ban Graphics,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV114.webp?,SV114,Servol V,Shiny rare V,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",180,"[""Psycho""]",null,null,Basis,"[{""cost"":[""Psycho"",""Farblos"",""Farblos""],""name"":""Psychokinese"",""damage"":""10+"",""effect"":""Diese Attacke fügt für jede an das Aktive Pokémon deines Gegners angelegte Energie 60 Schadenspunkte mehr zu.""}]","[{""type"":""Unlicht"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,SV114,null
Pokémon,swsh4.5-SV115,aky CG Works,https://gezhdauazitnymbtmlat.supabase.co/storage/v1/object/public/tcgdex-assets/cards/swsh4.5/de/swsh4.5-SV115.webp?,SV115,Legios V,Shiny rare V,swsh4.5,Glänzendes Schicksal,https://assets.tcgdex.net/univ/swsh/swsh4.5/symbol,"{""holo"":true,""normal"":true,""wPromo"":false,""reverse"":true,""firstEdition"":false}",160,"[""Kampf""]",null,null,Basis,"[{""cost"":[""Kampf"",""Kampf"",""Farblos""],""name"":""Gigastoß"",""damage"":210,""effect"":""Während deines nächsten Zuges kann dieses Pokémon nicht angreifen.""}]","[{""type"":""Psycho"",""value"":""×2""}]",2,D,"{""expanded"":true,""standard"":false}",72,195,de,SV115,null
